site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
P357 08AUG23 2008.6434 54701 1493 7 -113.6   1446  0.734054   4899057  0.043100  2295  0.342099  0.0083 0.000472 0.000659 0.001872  0.054187 -0.052411 -0.142684
P357 08AUG24 2008.6461 54702 1494 1 -113.6   1446  0.734421   4899057  0.043910  2295  0.347637  0.0083 0.000479 0.000663 0.001873  0.044351 -0.038703 -0.127729
P357 08AUG25 2008.6489 54703 1494 2 -113.6   1446  0.732319   4899057  0.040978  2295  0.345686  0.0083 0.000474 0.000658 0.001869  0.059672 -0.057878 -0.180680
P357 08AUG26 2008.6516 54704 1494 3 -113.6   1446  0.733927   4899057  0.041052  2295  0.344170  0.0083 0.000482 0.000671 0.001901  0.060628 -0.044437 -0.177953
P357 08AUG27 2008.6543 54705 1494 4 -113.6   1446  0.733798   4899057  0.043550  2295  0.348711  0.0083 0.000479 0.000662 0.001866  0.047977 -0.028111 -0.133097
P357 08AUG28 2008.6571 54706 1494 5 -113.6   1446  0.733896   4899057  0.043565  2295  0.338311  0.0083 0.000488 0.000684 0.001954  0.055141 -0.058583 -0.136364
P357 08AUG29 2008.6598 54707 1494 6 -113.6   1446  0.735294   4899057  0.042822  2295  0.351315  0.0083 0.000478 0.000665 0.001871  0.052338 -0.033961 -0.109625
P357 08AUG30 2008.6626 54708 1494 7 -113.6   1446  0.731898   4899057  0.042100  2295  0.346749  0.0083 0.000477 0.000661 0.001869  0.063270 -0.069146 -0.116048
P357 08AUG31 2008.6653 54709 1495 1 -113.6   1446  0.731360   4899057  0.042339  2295  0.342369  0.0083 0.000477 0.000656 0.001859  0.044648 -0.020908 -0.148520
P357 08SEP01 2008.6680 54710 1495 2 -113.6   1446  0.734477   4899057  0.043744  2295  0.335766  0.0083 0.000479 0.000659 0.001869  0.053986 -0.045369 -0.129613
P357 08SEP02 2008.6708 54711 1495 3 -113.6   1446  0.734743   4899057  0.045951  2295  0.338248  0.0083 0.000480 0.000665 0.001877  0.039681 -0.050242 -0.126480
P357 08SEP03 2008.6735 54712 1495 4 -113.6   1446  0.732941   4899057  0.046806  2295  0.341128  0.0083 0.000481 0.000665 0.001894  0.055427 -0.076962 -0.127109
P357 08SEP04 2008.6762 54713 1495 5 -113.6   1446  0.734250   4899057  0.046363  2295  0.340261  0.0083 0.000483 0.000664 0.001885  0.062198 -0.078353 -0.105740
P357 08SEP05 2008.6790 54714 1495 6 -113.6   1446  0.733279   4899057  0.045339  2295  0.338486  0.0083 0.000482 0.000663 0.001876  0.051294 -0.064087 -0.123222
P357 08SEP06 2008.6817 54715 1495 7 -113.6   1446  0.734931   4899057  0.043751  2295  0.339249  0.0083 0.000478 0.000657 0.001864  0.037976 -0.032516 -0.136590
P357 08SEP07 2008.6845 54716 1496 1 -113.6   1446  0.733656   4899057  0.045091  2295  0.342057  0.0083 0.000481 0.000658 0.001888  0.062417 -0.065391 -0.128583
P357 08SEP08 2008.6872 54717 1496 2 -113.6   1446  0.735032   4899057  0.043972  2295  0.341835  0.0083 0.000487 0.000663 0.001909  0.037645 -0.033009 -0.121544
P357 08SEP09 2008.6899 54718 1496 3 -113.6   1446  0.734233   4899057  0.044359  2295  0.344343  0.0083 0.000484 0.000672 0.001907  0.066133 -0.070762 -0.119550
P357 08SEP10 2008.6927 54719 1496 4 -113.6   1446  0.735352   4899057  0.046222  2295  0.340840  0.0083 0.000479 0.000664 0.001891  0.049038 -0.056057 -0.146437
P357 08SEP11 2008.6954 54720 1496 5 -113.6   1446  0.734434   4899057  0.046348  2295  0.344538  0.0083 0.000481 0.000663 0.001906  0.048362 -0.075334 -0.131147
P357 08SEP12 2008.6982 54721 1496 6 -113.6   1446  0.735235   4899057  0.044357  2295  0.345642  0.0083 0.000481 0.000659 0.001905  0.048739 -0.067838 -0.140961
P357 08SEP13 2008.7009 54722 1496 7 -113.6   1446  0.733236   4899057  0.045181  2295  0.346614  0.0083 0.000479 0.000664 0.001906  0.032144 -0.062010 -0.140813
P357 08SEP14 2008.7036 54723 1497 1 -113.6   1446  0.733736   4899057  0.043468  2295  0.350703  0.0083 0.000485 0.000670 0.001926  0.050957 -0.068265 -0.135980
P357 08SEP15 2008.7064 54724 1497 2 -113.6   1446  0.737044   4899057  0.043838  2295  0.347254  0.0083 0.000481 0.000664 0.001894  0.054656 -0.066022 -0.141917
P357 08SEP16 2008.7091 54725 1497 3 -113.6   1446  0.733237   4899057  0.044739  2295  0.344143  0.0083 0.000487 0.000667 0.001906  0.025010 -0.039484 -0.151704
P357 08SEP17 2008.7118 54726 1497 4 -113.6   1446  0.734175   4899057  0.044953  2295  0.349662  0.0083 0.000493 0.000685 0.001976  0.010471 -0.066477 -0.164188
P357 08SEP18 2008.7146 54727 1497 5 -113.6   1446  0.732656   4899057  0.045514  2295  0.352262  0.0083 0.000480 0.000659 0.001917  0.052484 -0.089289 -0.167022
P357 08SEP19 2008.7173 54728 1497 6 -113.6   1446  0.735794   4899057  0.045005  2295  0.346447  0.0083 0.000477 0.000650 0.001869  0.046007 -0.067071 -0.148299
P357 08SEP20 2008.7201 54729 1497 7 -113.6   1446  0.734490   4899057  0.043002  2295  0.350694  0.0083 0.000475 0.000658 0.001873  0.063048 -0.070433 -0.161065
P357 08SEP21 2008.7228 54730 1498 1 -113.6   1446  0.734494   4899057  0.043197  2295  0.350627  0.0083 0.000465 0.000654 0.001818  0.049546 -0.062357 -0.140876
P357 08SEP22 2008.7255 54731 1498 2 -113.6   1446  0.732682   4899057  0.044927  2295  0.339702  0.0083 0.000480 0.000661 0.001909  0.062991 -0.092220 -0.173747
P357 08SEP23 2008.7283 54732 1498 3 -113.6   1446  0.734361   4899057  0.044280  2295  0.344666  0.0083 0.000472 0.000657 0.001878  0.060224 -0.086297 -0.163377
P357 08SEP24 2008.7310 54733 1498 4 -113.6   1446  0.737385   4899057  0.046014  2295  0.344139  0.0083 0.000477 0.000652 0.001873  0.044192 -0.064317 -0.165604
P357 08SEP25 2008.7337 54734 1498 5 -113.6   1446  0.732278   4899057  0.042019  2295  0.344205  0.0083 0.000475 0.000655 0.001889  0.055337 -0.066314 -0.166983
P357 08SEP26 2008.7365 54735 1498 6 -113.6   1446  0.734523   4899057  0.044977  2295  0.344930  0.0083 0.000468 0.000657 0.001842  0.056008 -0.054643 -0.150943
P357 08SEP27 2008.7392 54736 1498 7 -113.6   1446  0.732865   4899057  0.044754  2295  0.344017  0.0083 0.000480 0.000662 0.001900  0.061884 -0.080916 -0.172321
P357 08SEP28 2008.7420 54737 1499 1 -113.6   1446  0.732737   4899057  0.045678  2295  0.349554  0.0083 0.000474 0.000656 0.001890  0.054537 -0.078733 -0.174091
P357 08SEP29 2008.7447 54738 1499 2 -113.6   1446  0.732426   4899057  0.045701  2295  0.350127  0.0083 0.000479 0.000657 0.001893  0.049182 -0.082566 -0.161547
P357 08SEP30 2008.7474 54739 1499 3 -113.6   1446  0.732978   4899057  0.047176  2295  0.345788  0.0083 0.000474 0.000658 0.001876  0.047360 -0.071446 -0.165830
P357 08OCT01 2008.7502 54740 1499 4 -113.6   1446  0.732589   4899057  0.045958  2295  0.350283  0.0083 0.000476 0.000659 0.001886  0.062882 -0.067761 -0.163874
P357 08OCT02 2008.7529 54741 1499 5 -113.6   1446  0.734366   4899057  0.045550  2295  0.349043  0.0083 0.000476 0.000666 0.001889  0.058678 -0.082833 -0.167713
P357 08OCT03 2008.7556 54742 1499 6 -113.6   1446  0.733820   4899057  0.044794  2295  0.346555  0.0083 0.000479 0.000661 0.001900  0.049907 -0.073340 -0.158426
P357 08OCT04 2008.7584 54743 1499 7 -113.6   1446  0.733068   4899057  0.045474  2295  0.350111  0.0083 0.000464 0.000651 0.001814  0.038218 -0.041990 -0.161236
P357 08OCT05 2008.7611 54744 1500 1 -113.6   1446  0.733429   4899057  0.045429  2295  0.341433  0.0083 0.000465 0.000652 0.001834  0.037692 -0.057898 -0.138918
P357 08OCT06 2008.7639 54745 1500 2 -113.6   1446  0.733070   4899057  0.045024  2295  0.346316  0.0083 0.000467 0.000657 0.001852  0.054602 -0.067937 -0.149241
P357 08OCT07 2008.7666 54746 1500 3 -113.6   1446  0.731820   4899057  0.043421  2295  0.353747  0.0083 0.000478 0.000667 0.001927  0.064995 -0.072931 -0.171972
P357 08OCT08 2008.7693 54747 1500 4 -113.6   1446  0.732801   4899057  0.044476  2295  0.348423  0.0083 0.000488 0.000663 0.001914  0.064663 -0.071353 -0.184206
P357 08OCT09 2008.7721 54748 1500 5 -113.6   1446  0.731108   4899057  0.046317  2295  0.345760  0.0083 0.000476 0.000642 0.001915  0.070710 -0.112561 -0.166186
P357 08OCT10 2008.7748 54749 1500 6 -113.6   1446  0.733492   4899057  0.045365  2295  0.334807  0.0083 0.000461 0.000638 0.001801  0.048783 -0.073061 -0.149952
P357 08OCT11 2008.7775 54750 1500 7 -113.6   1446  0.734211   4899057  0.046611  2295  0.337098  0.0083 0.000456 0.000639 0.001782  0.039321 -0.035748 -0.130796
P357 08OCT12 2008.7803 54751 1501 1 -113.6   1446  0.733332   4899057  0.044652  2295  0.337901  0.0083 0.000458 0.000638 0.001798  0.058414 -0.054603 -0.147448
P357 08OCT13 2008.7830 54752 1501 2 -113.6   1446  0.731008   4899057  0.041911  2295  0.344033  0.0083 0.000460 0.000638 0.001780  0.062574 -0.045293 -0.147544
P357 08OCT14 2008.7858 54753 1501 3 -113.6   1446  0.732709   4899057  0.043324  2295  0.346126  0.0083 0.000469 0.000643 0.001863  0.067850 -0.081745 -0.178714
P357 08OCT15 2008.7885 54754 1501 4 -113.6   1446  0.732643   4899057  0.044794  2295  0.339103  0.0083 0.000471 0.000663 0.001875  0.041680 -0.061158 -0.157807
P357 08OCT16 2008.7912 54755 1501 5 -113.6   1446  0.734112   4899057  0.044749  2295  0.339346  0.0083 0.000480 0.000673 0.001948  0.057206 -0.100782 -0.177803
P357 08OCT17 2008.7940 54756 1501 6 -113.6   1446  0.734255   4899057  0.043810  2295  0.342274  0.0083 0.000465 0.000647 0.001841  0.055061 -0.044477 -0.172114
P357 08OCT18 2008.7967 54757 1501 7 -113.6   1446  0.735338   4899057  0.043271  2295  0.350893  0.0083 0.000465 0.000646 0.001846  0.060251 -0.051666 -0.178449
P357 08OCT19 2008.7995 54758 1502 1 -113.6   1446  0.732771   4899057  0.045330  2295  0.344301  0.0083 0.000468 0.000642 0.001830  0.048577 -0.039928 -0.175358
P357 08OCT20 2008.8022 54759 1502 2 -113.6   1446  0.733477   4899057  0.044908  2295  0.347326  0.0083 0.000473 0.000643 0.001884  0.064207 -0.083794 -0.173142
P357 08OCT21 2008.8049 54760 1502 3 -113.6   1446  0.729895   4899057  0.042032  2295  0.339714  0.0083 0.000475 0.000648 0.001874  0.065595 -0.083183 -0.163612
P357 08OCT22 2008.8077 54761 1502 4 -113.6   1446  0.731853   4899057  0.044914  2295  0.339045  0.0083 0.000474 0.000653 0.001892  0.062241 -0.088036 -0.177934
P357 08OCT23 2008.8104 54762 1502 5 -113.6   1446  0.732907   4899057  0.044381  2295  0.343276  0.0083 0.000472 0.000649 0.001888  0.060248 -0.082410 -0.183313
P357 08OCT24 2008.8131 54763 1502 6 -113.6   1446  0.733251   4899057  0.044054  2295  0.352845  0.0083 0.000478 0.000654 0.001949  0.069830 -0.088803 -0.200350
P357 08OCT25 2008.8159 54764 1502 7 -113.6   1446  0.733159   4899057  0.045449  2295  0.354130  0.0083 0.000479 0.000648 0.001934  0.074632 -0.096563 -0.202022
P357 08OCT26 2008.8186 54765 1503 1 -113.6   1446  0.731528   4899057  0.044797  2295  0.348627  0.0083 0.000468 0.000648 0.001876  0.047493 -0.074555 -0.178015
P357 08OCT27 2008.8214 54766 1503 2 -113.6   1446  0.732562   4899057  0.045827  2295  0.342155  0.0083 0.000468 0.000648 0.001870  0.053002 -0.079023 -0.160147
P357 08OCT28 2008.8241 54767 1503 3 -113.6   1446  0.732688   4899057  0.043659  2295  0.343971  0.0083 0.000478 0.000664 0.001926  0.100106 -0.100370 -0.195610
P357 08OCT29 2008.8268 54768 1503 4 -113.6   1446  0.731753   4899057  0.044993  2295  0.340192  0.0083 0.000476 0.000663 0.001872  0.067386 -0.059219 -0.185917
P357 08OCT30 2008.8296 54769 1503 5 -113.6   1446  0.730976   4899057  0.043162  2295  0.354870  0.0083 0.000472 0.000648 0.001874  0.046400 -0.052428 -0.180058
P357 08OCT31 2008.8323 54770 1503 6 -113.6   1446  0.732151   4899057  0.043887  2295  0.349418  0.0083 0.000477 0.000646 0.001884  0.051689 -0.067079 -0.171841
P357 08NOV01 2008.8350 54771 1503 7 -113.6   1446  0.732114   4899057  0.043234  2295  0.340936  0.0083 0.000473 0.000649 0.001885  0.077373 -0.091777 -0.162436
P357 08NOV02 2008.8378 54772 1504 1 -113.6   1446  0.731428   4899057  0.042396  2295  0.345348  0.0083 0.000465 0.000640 0.001808  0.066084 -0.078980 -0.151969
P357 08NOV03 2008.8405 54773 1504 2 -113.6   1446  0.732376   4899057  0.042344  2295  0.347538  0.0083 0.000468 0.000643 0.001853  0.060191 -0.060273 -0.181468
P357 08NOV04 2008.8433 54774 1504 3 -113.6   1446  0.733809   4899057  0.044609  2295  0.346236  0.0083 0.000469 0.000640 0.001852  0.054434 -0.070495 -0.158568
P357 08NOV05 2008.8460 54775 1504 4 -113.6   1446  0.731561   4899057  0.045103  2295  0.343717  0.0083 0.000482 0.000660 0.001951  0.078999 -0.121671 -0.201963
P357 08NOV06 2008.8487 54776 1504 5 -113.6   1446  0.732235   4899057  0.044434  2295  0.345756  0.0083 0.000474 0.000643 0.001859  0.062311 -0.102182 -0.156536
P357 08NOV07 2008.8515 54777 1504 6 -113.6   1446  0.732461   4899057  0.043311  2295  0.342849  0.0083 0.000472 0.000642 0.001850  0.073627 -0.102870 -0.163209
P357 08NOV08 2008.8542 54778 1504 7 -113.6   1446  0.732442   4899057  0.042744  2295  0.346958  0.0083 0.000476 0.000645 0.001868  0.056867 -0.078085 -0.156305
P357 08NOV09 2008.8569 54779 1505 1 -113.6   1446  0.731381   4899057  0.043649  2295  0.345562  0.0083 0.000477 0.000640 0.001878  0.064863 -0.077987 -0.172748
P357 08NOV10 2008.8597 54780 1505 2 -113.6   1446  0.730252   4899057  0.045122  2295  0.345966  0.0083 0.000478 0.000644 0.001888  0.049031 -0.088813 -0.167545
