site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
P045 06JUN11 2006.4422 53897 1379 1 -112.6  -1346 -0.382790   5027495  0.273992  1618  0.194359  0.0083 0.000477 0.000669 0.001885  0.014192 -0.039021 -0.104756
P045 06JUN12 2006.4449 53898 1379 2 -112.6  -1346 -0.383120   5027495  0.273643  1618  0.194445  0.0083 0.000480 0.000671 0.001908  0.025906 -0.042160 -0.114127
P045 06JUN13 2006.4476 53899 1379 3 -112.6  -1346 -0.383974   5027495  0.275166  1618  0.192876  0.0083 0.000484 0.000669 0.001905  0.005798 -0.039327 -0.115227
P045 06JUN14 2006.4504 53900 1379 4 -112.6  -1346 -0.385669   5027495  0.270589  1618  0.192128  0.0083 0.000483 0.000667 0.001907  0.009415 -0.056889 -0.107372
P045 06JUN15 2006.4531 53901 1379 5 -112.6  -1346 -0.383365   5027495  0.271871  1618  0.195047  0.0083 0.000480 0.000666 0.001886  0.024011 -0.066471 -0.089629
P045 06JUN16 2006.4559 53902 1379 6 -112.6  -1346 -0.385060   5027495  0.273420  1618  0.191953  0.0083 0.000479 0.000663 0.001886  0.024552 -0.036681 -0.110662
P045 06JUN17 2006.4586 53903 1379 7 -112.6  -1346 -0.385523   5027495  0.274169  1618  0.205122  0.0083 0.000480 0.000670 0.001930  0.022699 -0.037373 -0.129557
P045 06JUN18 2006.4613 53904 1380 1 -112.6  -1346 -0.383818   5027495  0.271929  1618  0.199039  0.0083 0.000495 0.000683 0.001962  0.043894 -0.036709 -0.151378
P045 06JUN19 2006.4641 53905 1380 2 -112.6  -1346 -0.383723   5027495  0.275108  1618  0.195835  0.0083 0.000491 0.000677 0.001927  0.029781 -0.036379 -0.133868
P045 06JUN20 2006.4668 53906 1380 3 -112.6  -1346 -0.384169   5027495  0.274768  1618  0.205060  0.0083 0.000497 0.000680 0.001958  0.014566 -0.055565 -0.140080
P045 06JUN21 2006.4695 53907 1380 4 -112.6  -1346 -0.384308   5027495  0.271941  1618  0.197174  0.0083 0.000501 0.000685 0.001989  0.025977 -0.040646 -0.141197
P045 06JUN22 2006.4723 53908 1380 5 -112.6  -1346 -0.383757   5027495  0.274746  1618  0.193856  0.0083 0.000491 0.000674 0.001926  0.043737 -0.043705 -0.124129
P045 06JUN23 2006.4750 53909 1380 6 -112.6  -1346 -0.383643   5027495  0.277016  1618  0.190503  0.0083 0.000491 0.000672 0.001907  0.023683 -0.013151 -0.131346
P045 06JUN24 2006.4778 53910 1380 7 -112.6  -1346 -0.382752   5027495  0.273118  1618  0.194983  0.0083 0.000493 0.000679 0.001941  0.024471 -0.031838 -0.146591
P045 06JUN25 2006.4805 53911 1381 1 -112.6  -1346 -0.383843   5027495  0.272040  1618  0.189958  0.0083 0.000497 0.000685 0.001958  0.007890 -0.040544 -0.126835
P045 06JUN26 2006.4832 53912 1381 2 -112.6  -1346 -0.382069   5027495  0.272401  1618  0.199120  0.0083 0.000501 0.000683 0.001982  0.018044 -0.036869 -0.148264
P045 06JUN27 2006.4860 53913 1381 3 -112.6  -1346 -0.384835   5027495  0.273973  1618  0.201457  0.0083 0.000496 0.000674 0.001935  0.025310 -0.051905 -0.141930
P045 06JUN28 2006.4887 53914 1381 4 -112.6  -1346 -0.384853   5027495  0.273533  1618  0.205029  0.0083 0.000498 0.000681 0.001937  0.028369 -0.046200 -0.136807
P045 06JUN29 2006.4914 53915 1381 5 -112.6  -1346 -0.388609   5027495  0.273562  1618  0.200956  0.0083 0.000492 0.000663 0.001882  0.008169 -0.035679 -0.118688
P045 06JUN30 2006.4942 53916 1381 6 -112.6  -1346 -0.383326   5027495  0.273341  1618  0.192544  0.0083 0.000480 0.000665 0.001905 -0.027158 -0.018924 -0.104702
P045 06JUL01 2006.4969 53917 1381 7 -112.6  -1346 -0.385363   5027495  0.272102  1618  0.197513  0.0083 0.000480 0.000665 0.001916 -0.015980 -0.049515 -0.129750
P045 06JUL02 2006.4997 53918 1382 1 -112.6  -1346 -0.384316   5027495  0.272108  1618  0.195369  0.0083 0.000480 0.000666 0.001932 -0.032107 -0.026430 -0.140085
P045 06JUL03 2006.5024 53919 1382 2 -112.6  -1346 -0.383637   5027495  0.271928  1618  0.195428  0.0083 0.000481 0.000666 0.001913 -0.025981 -0.027040 -0.103807
P045 06JUL04 2006.5051 53920 1382 3 -112.6  -1346 -0.383241   5027495  0.271947  1618  0.195607  0.0083 0.000481 0.000669 0.001931 -0.021953 -0.022086 -0.107247
P045 06JUL05 2006.5079 53921 1382 4 -112.6  -1346 -0.385589   5027495  0.272432  1618  0.203936  0.0083 0.000482 0.000674 0.001942 -0.034322 -0.002693 -0.110413
P045 06JUL06 2006.5106 53922 1382 5 -112.6  -1346 -0.386699   5027495  0.271335  1618  0.192727  0.0083 0.000482 0.000665 0.001914 -0.027155 -0.007550 -0.121713
P045 06JUL07 2006.5133 53923 1382 6 -112.6  -1346 -0.383891   5027495  0.276101  1618  0.186873  0.0083 0.000481 0.000659 0.001901 -0.015686 -0.036854 -0.118654
P045 06JUL08 2006.5161 53924 1382 7 -112.6  -1346 -0.385052   5027495  0.272687  1618  0.197395  0.0083 0.000483 0.000671 0.001937 -0.026581 -0.026207 -0.118548
P045 06JUL09 2006.5188 53925 1383 1 -112.6  -1346 -0.382673   5027495  0.271593  1618  0.195809  0.0083 0.000479 0.000676 0.001922 -0.003603 -0.026149 -0.100536
P045 06JUL10 2006.5216 53926 1383 2 -112.6  -1346 -0.385376   5027495  0.271342  1618  0.200332  0.0083 0.000481 0.000676 0.001939 -0.017107 -0.017107 -0.130615
P045 06JUL11 2006.5243 53927 1383 3 -112.6  -1346 -0.384841   5027495  0.270081  1618  0.201160  0.0083 0.000480 0.000674 0.001925 -0.017999 -0.027122 -0.115638
P045 06JUL12 2006.5270 53928 1383 4 -112.6  -1346 -0.383127   5027495  0.272449  1618  0.202558  0.0083 0.000481 0.000672 0.001927 -0.031830 -0.012994 -0.131534
P045 06JUL13 2006.5298 53929 1383 5 -112.6  -1346 -0.383023   5027495  0.271674  1618  0.205194  0.0083 0.000479 0.000666 0.001900 -0.037573 -0.012873 -0.123499
P045 06JUL14 2006.5325 53930 1383 6 -112.6  -1346 -0.384266   5027495  0.270698  1618  0.196358  0.0083 0.000482 0.000675 0.001929 -0.016664 -0.026888 -0.102973
P045 06JUL15 2006.5352 53931 1383 7 -112.6  -1346 -0.383187   5027495  0.269499  1618  0.203705  0.0083 0.000480 0.000673 0.001923 -0.020608 -0.024630 -0.086586
P045 06JUL16 2006.5380 53932 1384 1 -112.6  -1346 -0.384462   5027495  0.270211  1618  0.210251  0.0083 0.000481 0.000678 0.001937 -0.026745 -0.023394 -0.110993
P045 06JUL17 2006.5407 53933 1384 2 -112.6  -1346 -0.386974   5027495  0.270227  1618  0.205861  0.0083 0.000501 0.000683 0.001977 -0.026665 -0.015414 -0.127752
P045 06JUL18 2006.5435 53934 1384 3 -112.6  -1346 -0.385552   5027495  0.270766  1618  0.207028  0.0083 0.000474 0.000654 0.001873  0.006988 -0.050526 -0.125567
P045 06JUL19 2006.5462 53935 1384 4 -112.6  -1346 -0.383627   5027495  0.270960  1618  0.199167  0.0083 0.000476 0.000653 0.001863 -0.000004 -0.018344 -0.118705
P045 06JUL20 2006.5489 53936 1384 5 -112.6  -1346 -0.384102   5027495  0.271705  1618  0.205299  0.0083 0.000478 0.000653 0.001859  0.001527 -0.032689 -0.105835
P045 06JUL21 2006.5517 53937 1384 6 -112.6  -1346 -0.383390   5027495  0.271822  1618  0.205987  0.0083 0.000474 0.000645 0.001840  0.003973 -0.019001 -0.108145
P045 06JUL22 2006.5544 53938 1384 7 -112.6  -1346 -0.384671   5027495  0.270355  1618  0.201723  0.0083 0.000476 0.000657 0.001882 -0.010322 -0.014962 -0.107408
P045 06JUL23 2006.5572 53939 1385 1 -112.6  -1346 -0.383521   5027495  0.270676  1618  0.209937  0.0083 0.000473 0.000650 0.001848  0.001360 -0.021857 -0.106289
P045 06JUL24 2006.5599 53940 1385 2 -112.6  -1346 -0.383685   5027495  0.271619  1618  0.219628  0.0083 0.000479 0.000661 0.001879 -0.010713 -0.034659 -0.102673
P045 06JUL25 2006.5626 53941 1385 3 -112.6  -1346 -0.385964   5027495  0.268999  1618  0.204271  0.0083 0.000480 0.000650 0.001875  0.025531 -0.072741 -0.128168
P045 06JUL26 2006.5654 53942 1385 4 -112.6  -1346 -0.383521   5027495  0.270956  1618  0.215059  0.0083 0.000481 0.000649 0.001888  0.005447 -0.025137 -0.125927
P045 06JUL27 2006.5681 53943 1385 5 -112.6  -1346 -0.385012   5027495  0.272220  1618  0.210672  0.0083 0.000473 0.000649 0.001853  0.003762 -0.036908 -0.116974
P045 06JUL28 2006.5708 53944 1385 6 -112.6  -1346 -0.383941   5027495  0.271553  1618  0.210950  0.0083 0.000474 0.000655 0.001863 -0.007754 -0.037089 -0.106193
P045 06JUL29 2006.5736 53945 1385 7 -112.6  -1346 -0.384342   5027495  0.273194  1618  0.195821  0.0083 0.000473 0.000649 0.001845 -0.000514 -0.017390 -0.094426
P045 06JUL30 2006.5763 53946 1386 1 -112.6  -1346 -0.385991   5027495  0.271364  1618  0.203011  0.0083 0.000483 0.000657 0.001895 -0.005177 -0.035494 -0.117318
P045 06JUL31 2006.5791 53947 1386 2 -112.6  -1346 -0.383266   5027495  0.268319  1618  0.194241  0.0083 0.000481 0.000657 0.001850  0.011975 -0.053865 -0.083927
P045 06AUG01 2006.5818 53948 1386 3 -112.6  -1346 -0.385229   5027495  0.270141  1618  0.203639  0.0083 0.000478 0.000658 0.001872 -0.000364 -0.058927 -0.094741
P045 06AUG02 2006.5845 53949 1386 4 -112.6  -1346 -0.385731   5027495  0.271930  1618  0.202177  0.0083 0.000492 0.000667 0.001895 -0.026777 -0.017476 -0.109659
P045 06AUG03 2006.5873 53950 1386 5 -112.6  -1346 -0.385211   5027495  0.272855  1618  0.203049  0.0083 0.000492 0.000662 0.001899 -0.023533  0.003969 -0.118634
P045 06AUG04 2006.5900 53951 1386 6 -112.6  -1346 -0.383467   5027495  0.270457  1618  0.204459  0.0083 0.000500 0.000687 0.001975  0.005754 -0.030297 -0.142628
P045 06AUG05 2006.5927 53952 1386 7 -112.6  -1346 -0.385755   5027495  0.272217  1618  0.207086  0.0083 0.000496 0.000662 0.001907 -0.008660 -0.001234 -0.124530
P045 06AUG06 2006.5955 53953 1387 1 -112.6  -1346 -0.385849   5027495  0.271424  1618  0.206320  0.0083 0.000497 0.000678 0.001931 -0.023112 -0.018391 -0.100864
P045 06AUG07 2006.5982 53954 1387 2 -112.6  -1346 -0.384431   5027495  0.270588  1618  0.196854  0.0083 0.000491 0.000674 0.001902 -0.014374 -0.031094 -0.096862
P045 06AUG08 2006.6010 53955 1387 3 -112.6  -1346 -0.386581   5027495  0.272320  1618  0.199643  0.0083 0.000475 0.000654 0.001848 -0.020856 -0.000723 -0.085034
P045 06AUG09 2006.6037 53956 1387 4 -112.6  -1346 -0.387158   5027495  0.270683  1618  0.205294  0.0083 0.000479 0.000653 0.001873  0.005979 -0.019573 -0.110200
P045 06AUG10 2006.6064 53957 1387 5 -112.6  -1346 -0.385284   5027495  0.271417  1618  0.193528  0.0083 0.000483 0.000659 0.001878 -0.006155 -0.027234 -0.108826
P045 06AUG11 2006.6092 53958 1387 6 -112.6  -1346 -0.386510   5027495  0.270209  1618  0.200759  0.0083 0.000481 0.000661 0.001896 -0.015292 -0.009238 -0.115808
P045 06AUG12 2006.6119 53959 1387 7 -112.6  -1346 -0.386435   5027495  0.269910  1618  0.201668  0.0083 0.000478 0.000655 0.001860  0.011095 -0.041255 -0.091794
P045 06AUG13 2006.6146 53960 1388 1 -112.6  -1346 -0.387179   5027495  0.270015  1618  0.197903  0.0083 0.000473 0.000646 0.001828 -0.002838 -0.018080 -0.086689
P045 06AUG14 2006.6174 53961 1388 2 -112.6  -1346 -0.386284   5027495  0.269722  1618  0.206813  0.0083 0.000475 0.000649 0.001821 -0.009866 -0.005856 -0.105822
P045 06AUG15 2006.6201 53962 1388 3 -112.6  -1346 -0.385820   5027495  0.271004  1618  0.198741  0.0083 0.000488 0.000679 0.001915 -0.014695 -0.039060 -0.131420
P045 06AUG16 2006.6229 53963 1388 4 -112.6  -1346 -0.385930   5027495  0.269899  1618  0.196177  0.0083 0.000479 0.000657 0.001875  0.005197 -0.032182 -0.120521
P045 06AUG17 2006.6256 53964 1388 5 -112.6  -1346 -0.385746   5027495  0.269518  1618  0.202960  0.0083 0.000481 0.000661 0.001890 -0.020672 -0.015512 -0.115782
P045 06AUG18 2006.6283 53965 1388 6 -112.6  -1346 -0.384554   5027495  0.271216  1618  0.194512  0.0083 0.000501 0.000671 0.001948  0.008512 -0.039072 -0.136045
P045 06AUG19 2006.6311 53966 1388 7 -112.6  -1346 -0.383897   5027495  0.269480  1618  0.201846  0.0083 0.000474 0.000649 0.001856  0.006464 -0.023081 -0.115208
P045 06AUG20 2006.6338 53967 1389 1 -112.6  -1346 -0.384773   5027495  0.270166  1618  0.202331  0.0083 0.000479 0.000649 0.001877 -0.011142 -0.009218 -0.131483
P045 06AUG21 2006.6366 53968 1389 2 -112.6  -1346 -0.383336   5027495  0.268845  1618  0.198276  0.0083 0.000483 0.000662 0.001888 -0.005653 -0.015849 -0.125691
P045 06AUG22 2006.6393 53969 1389 3 -112.6  -1346 -0.384739   5027495  0.268952  1618  0.203770  0.0083 0.000484 0.000662 0.001894 -0.009768 -0.036730 -0.103362
P045 06AUG23 2006.6420 53970 1389 4 -112.6  -1346 -0.385839   5027495  0.269281  1618  0.209295  0.0083 0.000485 0.000665 0.001915 -0.016601 -0.057403 -0.097086
P045 06AUG24 2006.6448 53971 1389 5 -112.6  -1346 -0.386191   5027495  0.269274  1618  0.204744  0.0083 0.000480 0.000653 0.001868 -0.009614 -0.007416 -0.101604
P045 06AUG25 2006.6475 53972 1389 6 -112.6  -1346 -0.386610   5027495  0.270486  1618  0.204631  0.0083 0.000497 0.000665 0.001907 -0.006437 -0.007393 -0.124167
P045 06AUG26 2006.6502 53973 1389 7 -112.6  -1346 -0.386444   5027495  0.269232  1618  0.203803  0.0083 0.000516 0.000688 0.001978 -0.028130  0.004254 -0.154051
P045 06AUG27 2006.6530 53974 1390 1 -112.6  -1346 -0.383509   5027495  0.268618  1618  0.204846  0.0083 0.000521 0.000701 0.002037 -0.005316 -0.032069 -0.151831
P045 06AUG28 2006.6557 53975 1390 2 -112.6  -1346 -0.384405   5027495  0.268801  1618  0.210011  0.0083 0.000520 0.000693 0.002010 -0.018835 -0.022811 -0.147801
P045 06AUG29 2006.6585 53976 1390 3 -112.6  -1346 -0.386008   5027495  0.269663  1618  0.207240  0.0083 0.000524 0.000695 0.002027 -0.026040 -0.001020 -0.165120
P045 06AUG30 2006.6612 53977 1390 4 -112.6  -1346 -0.387456   5027495  0.268518  1618  0.207480  0.0083 0.000516 0.000691 0.001975 -0.018265  0.000045 -0.161447
P045 06AUG31 2006.6639 53978 1390 5 -112.6  -1346 -0.385114   5027495  0.269525  1618  0.200464  0.0083 0.000518 0.000699 0.002008 -0.011370 -0.015709 -0.146036
P045 06SEP01 2006.6667 53979 1390 6 -112.6  -1346 -0.384174   5027495  0.270960  1618  0.204752  0.0083 0.000517 0.000688 0.001994 -0.011041 -0.020974 -0.150075
P045 06SEP02 2006.6694 53980 1390 7 -112.6  -1346 -0.385915   5027495  0.270304  1618  0.206399  0.0083 0.000520 0.000691 0.002005 -0.023563 -0.025067 -0.149755
P045 06SEP03 2006.6721 53981 1391 1 -112.6  -1346 -0.386214   5027495  0.269334  1618  0.203057  0.0083 0.000526 0.000694 0.002027 -0.016220 -0.044249 -0.145910
P045 06SEP04 2006.6749 53982 1391 2 -112.6  -1346 -0.385715   5027495  0.268991  1618  0.208454  0.0083 0.000535 0.000712 0.002075  0.013358 -0.026474 -0.157194
P045 06SEP05 2006.6776 53983 1391 3 -112.6  -1346 -0.384181   5027495  0.270220  1618  0.207528  0.0083 0.000534 0.000710 0.002059 -0.001990 -0.004750 -0.121925
P045 06SEP06 2006.6804 53984 1391 4 -112.6  -1346 -0.385730   5027495  0.269948  1618  0.203302  0.0083 0.000517 0.000692 0.001988 -0.027159 -0.020368 -0.144420
P045 06SEP07 2006.6831 53985 1391 5 -112.6  -1346 -0.386261   5027495  0.269334  1618  0.202346  0.0083 0.000532 0.000697 0.002040  0.001553 -0.019295 -0.126006
P045 06SEP08 2006.6858 53986 1391 6 -112.6  -1346 -0.387310   5027495  0.269823  1618  0.205013  0.0083 0.000536 0.000698 0.002056  0.004404 -0.021715 -0.146062
P045 06SEP09 2006.6886 53987 1391 7 -112.6  -1346 -0.387359   5027495  0.269540  1618  0.204971  0.0083 0.000503 0.000675 0.001943 -0.008791 -0.020851 -0.116804
P045 06SEP10 2006.6913 53988 1392 1 -112.6  -1346 -0.386169   5027495  0.272016  1618  0.209673  0.0083 0.000498 0.000671 0.001898 -0.004225 -0.026961 -0.114068
P045 06SEP11 2006.6940 53989 1392 2 -112.6  -1346 -0.384158   5027495  0.271035  1618  0.212477  0.0083 0.000501 0.000677 0.001926 -0.017724 -0.004061 -0.119832
P045 06SEP12 2006.6968 53990 1392 3 -112.6  -1346 -0.386831   5027495  0.271499  1618  0.208804  0.0083 0.000502 0.000679 0.001937 -0.024710 -0.004755 -0.136421
P045 06SEP13 2006.6995 53991 1392 4 -112.6  -1346 -0.385024   5027495  0.269474  1618  0.213637  0.0083 0.000504 0.000678 0.001958 -0.027670 -0.015696 -0.153388
P045 06SEP14 2006.7023 53992 1392 5 -112.6  -1346 -0.385002   5027495  0.268545  1618  0.208070  0.0083 0.000510 0.000692 0.001959 -0.016623 -0.020127 -0.142395
P045 06SEP15 2006.7050 53993 1392 6 -112.6  -1346 -0.387309   5027495  0.268993  1618  0.205423  0.0083 0.000491 0.000678 0.001924  0.011853 -0.034638 -0.082347
P045 06SEP16 2006.7077 53994 1392 7 -112.6  -1346 -0.386425   5027495  0.270020  1618  0.200436  0.0083 0.000481 0.000652 0.001848 -0.003685  0.001016 -0.092162
P045 06SEP17 2006.7105 53995 1393 1 -112.6  -1346 -0.385078   5027495  0.270283  1618  0.201354  0.0083 0.000487 0.000658 0.001891 -0.018364 -0.009228 -0.113704
P045 06SEP18 2006.7132 53996 1393 2 -112.6  -1346 -0.384079   5027495  0.269621  1618  0.201270  0.0083 0.000486 0.000662 0.001893 -0.022268 -0.008795 -0.108642
P045 06SEP19 2006.7159 53997 1393 3 -112.6  -1346 -0.387936   5027495  0.268467  1618  0.205335  0.0083 0.000488 0.000672 0.001926 -0.005193 -0.018459 -0.115610
