site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
P675 06JUL01 2006.4969 53917 1381 7 -112.7  -1553 -0.818394   4675209  0.479504  1559  0.125183  0.0083 0.000474 0.000629 0.001818 -0.022394 -0.011738 -0.080592
P675 06JUL02 2006.4997 53918 1382 1 -112.7  -1553 -0.819786   4675209  0.479416  1559  0.109761  0.0083 0.000473 0.000634 0.001826 -0.027020 -0.030002 -0.092840
P675 06JUL03 2006.5024 53919 1382 2 -112.7  -1553 -0.817328   4675209  0.480106  1559  0.118350  0.0083 0.000476 0.000634 0.001826 -0.030456 -0.031029 -0.101412
P675 06JUL04 2006.5051 53920 1382 3 -112.7  -1553 -0.819782   4675209  0.481058  1559  0.124900  0.0083 0.000479 0.000640 0.001852 -0.028783 -0.017118 -0.105498
P675 06JUL05 2006.5079 53921 1382 4 -112.7  -1553 -0.818789   4675209  0.479571  1559  0.120290  0.0083 0.000470 0.000629 0.001799 -0.020878 -0.003643 -0.074011
P675 06JUL06 2006.5106 53922 1382 5 -112.7  -1553 -0.819914   4675209  0.477898  1559  0.119200  0.0083 0.000472 0.000627 0.001811 -0.020479 -0.007898 -0.091321
P675 06JUL07 2006.5133 53923 1382 6 -112.7  -1553 -0.818376   4675209  0.482190  1559  0.108826  0.0083 0.000472 0.000632 0.001829 -0.013875 -0.029531 -0.088734
P675 06JUL08 2006.5161 53924 1382 7 -112.7  -1553 -0.821806   4675209  0.481312  1559  0.117199  0.0083 0.000469 0.000627 0.001803 -0.017485 -0.020484 -0.093546
P675 06JUL09 2006.5188 53925 1383 1 -112.7  -1553 -0.820790   4675209  0.481054  1559  0.107500  0.0083 0.000472 0.000630 0.001810 -0.015573 -0.021440 -0.094966
P675 06JUL10 2006.5216 53926 1383 2 -112.7  -1553 -0.819532   4675209  0.480698  1559  0.120161  0.0083 0.000474 0.000631 0.001829 -0.025911  0.008371 -0.090553
P675 06JUL11 2006.5243 53927 1383 3 -112.7  -1553 -0.818835   4675209  0.477995  1559  0.114499  0.0083 0.000473 0.000633 0.001823 -0.013598 -0.019851 -0.079677
P675 06JUL12 2006.5270 53928 1383 4 -112.7  -1553 -0.818996   4675209  0.479663  1559  0.120166  0.0083 0.000473 0.000635 0.001819 -0.024105 -0.017079 -0.078662
P675 06JUL13 2006.5298 53929 1383 5 -112.7  -1553 -0.817069   4675209  0.479971  1559  0.125314  0.0083 0.000471 0.000630 0.001807 -0.018533 -0.029548 -0.078019
P675 06JUL14 2006.5325 53930 1383 6 -112.7  -1553 -0.818045   4675209  0.478141  1559  0.122051  0.0083 0.000470 0.000627 0.001795 -0.012934 -0.027234 -0.092085
P675 06JUL15 2006.5352 53931 1383 7 -112.7  -1553 -0.817665   4675209  0.479194  1559  0.124746  0.0083 0.000475 0.000631 0.001819 -0.019241 -0.004360 -0.096145
P675 06JUL16 2006.5380 53932 1384 1 -112.7  -1553 -0.818767   4675209  0.480529  1559  0.123248  0.0083 0.000471 0.000632 0.001815 -0.020933 -0.004771 -0.083379
P675 06JUL17 2006.5407 53933 1384 2 -112.7  -1553 -0.820651   4675209  0.480529  1559  0.125048  0.0083 0.000489 0.000643 0.001882 -0.018433 -0.013433 -0.095350
P675 06JUL18 2006.5435 53934 1384 3 -112.7  -1553 -0.819427   4675209  0.480472  1559  0.127921  0.0083 0.000469 0.000616 0.001765  0.010256 -0.029451 -0.104178
P675 06JUL19 2006.5462 53935 1384 4 -112.7  -1553 -0.817645   4675209  0.476638  1559  0.121793  0.0083 0.000462 0.000610 0.001731  0.003339 -0.037036 -0.087497
P675 06JUL20 2006.5489 53936 1384 5 -112.7  -1553 -0.817038   4675209  0.482518  1559  0.131726  0.0083 0.000464 0.000609 0.001748 -0.001531 -0.017417 -0.109958
P675 06JUL21 2006.5517 53937 1384 6 -112.7  -1553 -0.820198   4675209  0.477628  1559  0.125294  0.0083 0.000466 0.000612 0.001751 -0.004578 -0.000480 -0.095436
P675 06JUL22 2006.5544 53938 1384 7 -112.7  -1553 -0.818247   4675209  0.477858  1559  0.127751  0.0083 0.000468 0.000617 0.001763  0.007167 -0.026312 -0.105458
P675 06JUL23 2006.5572 53939 1385 1 -112.7  -1553 -0.816369   4675209  0.479071  1559  0.133871  0.0083 0.000470 0.000616 0.001765 -0.001072 -0.021656 -0.099577
P675 06JUL24 2006.5599 53940 1385 2 -112.7  -1553 -0.817265   4675209  0.479333  1559  0.125967  0.0083 0.000466 0.000612 0.001751  0.000173 -0.041858 -0.102723
P675 06JUL25 2006.5626 53941 1385 3 -112.7  -1553 -0.818794   4675209  0.479750  1559  0.128061  0.0083 0.000463 0.000613 0.001747 -0.001654 -0.017313 -0.102524
P675 06JUL26 2006.5654 53942 1385 4 -112.7  -1553 -0.817554   4675209  0.478581  1559  0.125042  0.0083 0.000471 0.000621 0.001790 -0.004718 -0.042285 -0.079752
P675 06JUL27 2006.5681 53943 1385 5 -112.7  -1553 -0.819441   4675209  0.480297  1559  0.125321  0.0083 0.000466 0.000621 0.001760  0.001514 -0.016661 -0.091081
P675 06JUL28 2006.5708 53944 1385 6 -112.7  -1553 -0.817170   4675209  0.477787  1559  0.129193  0.0083 0.000471 0.000619 0.001772 -0.003053 -0.006382 -0.113384
P675 06JUL29 2006.5736 53945 1385 7 -112.7  -1553 -0.816506   4675209  0.479545  1559  0.132263  0.0083 0.000469 0.000616 0.001762  0.000684 -0.033335 -0.098089
P675 06JUL30 2006.5763 53946 1386 1 -112.7  -1553 -0.819782   4675209  0.480609  1559  0.129188  0.0083 0.000467 0.000618 0.001762  0.001317 -0.028261 -0.110148
P675 06JUL31 2006.5791 53947 1386 2 -112.7  -1553 -0.818583   4675209  0.478655  1559  0.128104  0.0083 0.000467 0.000623 0.001762  0.007249 -0.033756 -0.097199
P675 06AUG01 2006.5818 53948 1386 3 -112.7  -1553 -0.817376   4675209  0.480847  1559  0.123611  0.0083 0.000469 0.000616 0.001768  0.007311 -0.030839 -0.099316
P675 06AUG02 2006.5845 53949 1386 4 -112.7  -1553 -0.819264   4675209  0.480517  1559  0.120061  0.0083 0.000485 0.000626 0.001813  0.006124 -0.013070 -0.107669
P675 06AUG03 2006.5873 53950 1386 5 -112.7  -1553 -0.818977   4675209  0.480663  1559  0.126976  0.0083 0.000486 0.000627 0.001816  0.004541 -0.017088 -0.100311
P675 06AUG04 2006.5900 53951 1386 6 -112.7  -1553 -0.817789   4675209  0.476947  1559  0.130176  0.0083 0.000492 0.000652 0.001862  0.011601 -0.029738 -0.110459
P675 06AUG05 2006.5927 53952 1386 7 -112.7  -1553 -0.816260   4675209  0.475480  1559  0.120631  0.0083 0.000484 0.000632 0.001825 -0.007852 -0.015117 -0.094219
P675 06AUG06 2006.5955 53953 1387 1 -112.7  -1553 -0.821114   4675209  0.480870  1559  0.122475  0.0083 0.000482 0.000630 0.001802 -0.006804 -0.000348 -0.108097
P675 06AUG07 2006.5982 53954 1387 2 -112.7  -1553 -0.819616   4675209  0.478462  1559  0.113797  0.0083 0.000487 0.000633 0.001824  0.006352 -0.015972 -0.107900
P675 06AUG08 2006.6010 53955 1387 3 -112.7  -1553 -0.820826   4675209  0.477734  1559  0.122220  0.0083 0.000472 0.000621 0.001776  0.007638 -0.014322 -0.096098
P675 06AUG09 2006.6037 53956 1387 4 -112.7  -1553 -0.819920   4675209  0.478243  1559  0.130588  0.0083 0.000470 0.000621 0.001769 -0.003928 -0.027613 -0.084400
P675 06AUG10 2006.6064 53957 1387 5 -112.7  -1553 -0.819577   4675209  0.478341  1559  0.120956  0.0083 0.000473 0.000623 0.001790 -0.016134 -0.005674 -0.097765
P675 06AUG11 2006.6092 53958 1387 6 -112.7  -1553 -0.819908   4675209  0.480177  1559  0.125420  0.0083 0.000468 0.000617 0.001751 -0.009577 -0.012367 -0.095872
P675 06AUG12 2006.6119 53959 1387 7 -112.7  -1553 -0.819234   4675209  0.479450  1559  0.121831  0.0083 0.000468 0.000620 0.001760  0.004482 -0.013035 -0.076877
P675 06AUG13 2006.6146 53960 1388 1 -112.7  -1553 -0.821157   4675209  0.478704  1559  0.120647  0.0083 0.000470 0.000622 0.001765  0.004542 -0.018098 -0.088613
P675 06AUG14 2006.6174 53961 1388 2 -112.7  -1553 -0.820440   4675209  0.478103  1559  0.117265  0.0083 0.000473 0.000624 0.001784 -0.001107 -0.023641 -0.078093
P675 06AUG15 2006.6201 53962 1388 3 -112.7  -1553 -0.819713   4675209  0.478585  1559  0.117213  0.0083 0.000479 0.000641 0.001819 -0.011602 -0.022893 -0.106845
P675 06AUG16 2006.6229 53963 1388 4 -112.7  -1553 -0.821073   4675209  0.477442  1559  0.124914  0.0083 0.000469 0.000628 0.001793 -0.000898 -0.011373 -0.066836
P675 06AUG17 2006.6256 53964 1388 5 -112.7  -1553 -0.819343   4675209  0.478779  1559  0.125748  0.0083 0.000468 0.000621 0.001772  0.001673 -0.004552 -0.072422
P675 06AUG18 2006.6283 53965 1388 6 -112.7  -1553 -0.819972   4675209  0.483611  1559  0.121154  0.0083 0.000491 0.000641 0.001848  0.013441 -0.021445 -0.078799
P675 06AUG19 2006.6311 53966 1388 7 -112.7  -1553 -0.819777   4675209  0.477415  1559  0.121450  0.0083 0.000471 0.000620 0.001784  0.002704 -0.017974 -0.076918
P675 06AUG20 2006.6338 53967 1389 1 -112.7  -1553 -0.819966   4675209  0.479309  1559  0.125894  0.0083 0.000471 0.000621 0.001795  0.012199 -0.017508 -0.076455
P675 06AUG21 2006.6366 53968 1389 2 -112.7  -1553 -0.818694   4675209  0.478625  1559  0.116770  0.0083 0.000476 0.000632 0.001817  0.001992 -0.005921 -0.067620
P675 06AUG22 2006.6393 53969 1389 3 -112.7  -1553 -0.817864   4675209  0.477251  1559  0.125513  0.0083 0.000477 0.000623 0.001798 -0.004372 -0.011878 -0.073403
P675 06AUG23 2006.6420 53970 1389 4 -112.7  -1553 -0.820534   4675209  0.478403  1559  0.127638  0.0083 0.000477 0.000620 0.001790  0.009977 -0.006191 -0.078928
P675 06AUG24 2006.6448 53971 1389 5 -112.7  -1553 -0.821068   4675209  0.477909  1559  0.124636  0.0083 0.000476 0.000629 0.001807  0.002419 -0.027006 -0.050372
P675 06AUG25 2006.6475 53972 1389 6 -112.7  -1553 -0.822760   4675209  0.479303  1559  0.124249  0.0083 0.000492 0.000637 0.001853  0.004604  0.003087 -0.082090
P675 06AUG26 2006.6502 53973 1389 7 -112.7  -1553 -0.821297   4675209  0.476775  1559  0.125062  0.0083 0.000512 0.000658 0.001936 -0.013392  0.005528 -0.125302
P675 06AUG27 2006.6530 53974 1390 1 -112.7  -1553 -0.817898   4675209  0.479293  1559  0.130882  0.0083 0.000517 0.000658 0.001943 -0.006711  0.014690 -0.106832
P675 06AUG28 2006.6557 53975 1390 2 -112.7  -1553 -0.819586   4675209  0.475754  1559  0.123708  0.0083 0.000511 0.000653 0.001899  0.000966  0.009548 -0.097172
P675 06AUG29 2006.6585 53976 1390 3 -112.7  -1553 -0.820073   4675209  0.476882  1559  0.128864  0.0083 0.000508 0.000652 0.001894  0.000534 -0.007523 -0.086943
P675 06AUG30 2006.6612 53977 1390 4 -112.7  -1553 -0.819795   4675209  0.477406  1559  0.128287  0.0083 0.000511 0.000659 0.001917 -0.017135 -0.004769 -0.100834
P675 06AUG31 2006.6639 53978 1390 5 -112.7  -1553 -0.820783   4675209  0.480661  1559  0.131776  0.0083 0.000514 0.000660 0.001931 -0.021513 -0.017499 -0.092908
P675 06SEP01 2006.6667 53979 1390 6 -112.7  -1553 -0.819663   4675209  0.480094  1559  0.119801  0.0083 0.000513 0.000658 0.001926 -0.009168  0.002296 -0.095308
P675 06SEP02 2006.6694 53980 1390 7 -112.7  -1553 -0.820340   4675209  0.478516  1559  0.126967  0.0083 0.000513 0.000650 0.001907 -0.005101 -0.014588 -0.099271
P675 06SEP03 2006.6721 53981 1391 1 -112.7  -1553 -0.818781   4675209  0.477118  1559  0.120822  0.0083 0.000510 0.000645 0.001882 -0.005922  0.000014 -0.100314
P675 06SEP04 2006.6749 53982 1391 2 -112.7  -1553 -0.820119   4675209  0.477276  1559  0.126162  0.0083 0.000522 0.000667 0.001950  0.013809 -0.002856 -0.103023
P675 06SEP05 2006.6776 53983 1391 3 -112.7  -1553 -0.820499   4675209  0.478416  1559  0.125936  0.0083 0.000521 0.000669 0.001936  0.010880 -0.010384 -0.094384
P675 06SEP06 2006.6804 53984 1391 4 -112.7  -1553 -0.819937   4675209  0.475462  1559  0.125317  0.0083 0.000515 0.000655 0.001913 -0.008219  0.015410 -0.113359
P675 06SEP07 2006.6831 53985 1391 5 -112.7  -1553 -0.822526   4675209  0.476859  1559  0.128228  0.0083 0.000531 0.000658 0.001973  0.008968 -0.015856 -0.099670
P675 06SEP08 2006.6858 53986 1391 6 -112.7  -1553 -0.822912   4675209  0.480670  1559  0.127395  0.0083 0.000525 0.000662 0.001963  0.010521 -0.014961 -0.064034
P675 06SEP09 2006.6886 53987 1391 7 -112.7  -1553 -0.822562   4675209  0.476236  1559  0.126733  0.0083 0.000495 0.000643 0.001856 -0.003439 -0.026558 -0.078404
P675 06SEP10 2006.6913 53988 1392 1 -112.7  -1553 -0.819232   4675209  0.479529  1559  0.129085  0.0083 0.000495 0.000646 0.001859 -0.011815 -0.003289 -0.091699
P675 06SEP11 2006.6940 53989 1392 2 -112.7  -1553 -0.819917   4675209  0.479250  1559  0.126799  0.0083 0.000499 0.000647 0.001880 -0.009487 -0.019366 -0.084171
P675 06SEP12 2006.6968 53990 1392 3 -112.7  -1553 -0.821825   4675209  0.478679  1559  0.130708  0.0083 0.000494 0.000641 0.001843 -0.011917 -0.011789 -0.096562
P675 06SEP13 2006.6995 53991 1392 4 -112.7  -1553 -0.820417   4675209  0.477961  1559  0.129429  0.0083 0.000490 0.000634 0.001821 -0.005433 -0.019191 -0.090725
P675 06SEP14 2006.7023 53992 1392 5 -112.7  -1553 -0.820805   4675209  0.477430  1559  0.133397  0.0083 0.000499 0.000655 0.001880 -0.001203 -0.014979 -0.100213
P675 06SEP15 2006.7050 53993 1392 6 -112.7  -1553 -0.822141   4675209  0.478565  1559  0.124575  0.0083 0.000488 0.000647 0.001874  0.006222 -0.010878 -0.063957
P675 06SEP16 2006.7077 53994 1392 7 -112.7  -1553 -0.821193   4675209  0.479374  1559  0.113406  0.0083 0.000475 0.000622 0.001770 -0.000032  0.001181 -0.085915
P675 06SEP17 2006.7105 53995 1393 1 -112.7  -1553 -0.819614   4675209  0.478446  1559  0.114794  0.0083 0.000478 0.000625 0.001797 -0.004794 -0.007154 -0.082949
P675 06SEP18 2006.7132 53996 1393 2 -112.7  -1553 -0.819211   4675209  0.477435  1559  0.123494  0.0083 0.000474 0.000620 0.001771 -0.000527  0.012575 -0.079798
P675 06SEP19 2006.7159 53997 1393 3 -112.7  -1553 -0.822501   4675209  0.475729  1559  0.126352  0.0083 0.000476 0.000627 0.001797 -0.005896  0.000943 -0.057564
P675 06SEP20 2006.7187 53998 1393 4 -112.7  -1553 -0.821391   4675209  0.479029  1559  0.121234  0.0083 0.000478 0.000629 0.001805 -0.000973 -0.002258 -0.047393
P675 06SEP21 2006.7214 53999 1393 5 -112.7  -1553 -0.821758   4675209  0.476867  1559  0.113427  0.0083 0.000494 0.000640 0.001836 -0.001376  0.014201 -0.083723
P675 06SEP22 2006.7242 54000 1393 6 -112.7  -1553 -0.823007   4675209  0.477828  1559  0.115780  0.0083 0.000508 0.000662 0.001916  0.001163 -0.002714 -0.100634
P675 06SEP23 2006.7269 54001 1393 7 -112.7  -1553 -0.821160   4675209  0.477107  1559  0.119123  0.0083 0.000489 0.000650 0.001874  0.003722  0.013956 -0.061091
P675 06SEP24 2006.7296 54002 1394 1 -112.7  -1553 -0.820967   4675209  0.476663  1559  0.117415  0.0083 0.000484 0.000650 0.001852 -0.006455  0.003069 -0.041828
P675 06SEP25 2006.7324 54003 1394 2 -112.7  -1553 -0.820463   4675209  0.478161  1559  0.119278  0.0083 0.000481 0.000642 0.001838 -0.005633 -0.013293 -0.033785
P675 06SEP26 2006.7351 54004 1394 3 -112.7  -1553 -0.820745   4675209  0.478341  1559  0.121337  0.0083 0.000480 0.000635 0.001828 -0.002032 -0.006493 -0.042108
P675 06SEP27 2006.7379 54005 1394 4 -112.7  -1553 -0.818787   4675209  0.479799  1559  0.122439  0.0083 0.000477 0.000637 0.001836 -0.002468  0.019283 -0.024712
P675 06SEP28 2006.7406 54006 1394 5 -112.7  -1553 -0.820997   4675209  0.477748  1559  0.127330  0.0083 0.000482 0.000635 0.001852 -0.009546  0.014763 -0.039772
P675 06SEP29 2006.7433 54007 1394 6 -112.7  -1553 -0.820052   4675209  0.476776  1559  0.131622  0.0083 0.000482 0.000638 0.001855 -0.008397  0.000627 -0.030469
P675 06SEP30 2006.7461 54008 1394 7 -112.7  -1553 -0.819334   4675209  0.477315  1559  0.127231  0.0083 0.000479 0.000638 0.001837 -0.014867  0.010875 -0.036215
P675 06OCT01 2006.7488 54009 1395 1 -112.7  -1553 -0.819436   4675209  0.478002  1559  0.127251  0.0083 0.000486 0.000642 0.001851  0.000954  0.005625 -0.044347
P675 06OCT02 2006.7515 54010 1395 2 -112.7  -1553 -0.818296   4675209  0.477874  1559  0.124133  0.0083 0.000508 0.000660 0.001908  0.000366  0.015855 -0.055229
P675 06OCT03 2006.7543 54011 1395 3 -112.7  -1553 -0.819237   4675209  0.477277  1559  0.121131  0.0083 0.000505 0.000665 0.001908 -0.004236  0.008306 -0.063737
P675 06OCT04 2006.7570 54012 1395 4 -112.7  -1553 -0.817281   4675209  0.478948  1559  0.127949  0.0083 0.000486 0.000645 0.001857 -0.009448  0.013134 -0.039516
P675 06OCT05 2006.7598 54013 1395 5 -112.7  -1553 -0.818973   4675209  0.478333  1559  0.122570  0.0083 0.000482 0.000644 0.001833 -0.000727  0.024763 -0.023247
P675 06OCT06 2006.7625 54014 1395 6 -112.7  -1553 -0.819391   4675209  0.478675  1559  0.122388  0.0083 0.000483 0.000642 0.001843 -0.005895  0.008310 -0.028013
P675 06OCT07 2006.7652 54015 1395 7 -112.7  -1553 -0.819662   4675209  0.476832  1559  0.117496  0.0083 0.000501 0.000651 0.001884 -0.021182  0.013482 -0.074890
P675 06OCT08 2006.7680 54016 1396 1 -112.7  -1553 -0.820414   4675209  0.479623  1559  0.125843  0.0083 0.000504 0.000654 0.001909 -0.019851 -0.016078 -0.075923
P675 06OCT09 2006.7707 54017 1396 2 -112.7  -1553 -0.820256   4675209  0.481368  1559  0.120268  0.0083 0.000484 0.000634 0.001848 -0.013124  0.011767 -0.065498
P675 06OCT10 2006.7734 54018 1396 3 -112.7  -1553 -0.818672   4675209  0.480128  1559  0.121615  0.0083 0.000487 0.000641 0.001874 -0.004783  0.015293 -0.042015
P675 06OCT11 2006.7762 54019 1396 4 -112.7  -1553 -0.819793   4675209  0.478153  1559  0.130459  0.0083 0.000485 0.000639 0.001861 -0.011338 -0.003368 -0.056510
P675 06OCT12 2006.7789 54020 1396 5 -112.7  -1553 -0.821780   4675209  0.478819  1559  0.125772  0.0083 0.000486 0.000642 0.001863 -0.022596  0.006095 -0.036256
P675 06OCT13 2006.7817 54021 1396 6 -112.7  -1553 -0.819817   4675209  0.479044  1559  0.123973  0.0083 0.000482 0.000624 0.001825 -0.027005 -0.025917 -0.038287
P675 06OCT14 2006.7844 54022 1396 7 -112.7  -1553 -0.817996   4675209  0.479687  1559  0.128237  0.0083 0.000479 0.000624 0.001820 -0.015134  0.003872 -0.038163
P675 06OCT15 2006.7871 54023 1397 1 -112.7  -1553 -0.818773   4675209  0.478559  1559  0.130497  0.0083 0.000499 0.000641 0.001872 -0.022516  0.022582 -0.060510
P675 06OCT16 2006.7899 54024 1397 2 -112.7  -1553 -0.820551   4675209  0.479441  1559  0.127783  0.0083 0.000479 0.000623 0.001808 -0.019434  0.004503 -0.027130
P675 06OCT17 2006.7926 54025 1397 3 -112.7  -1553 -0.820632   4675209  0.480694  1559  0.123406  0.0083 0.000481 0.000623 0.001809 -0.021531  0.009924 -0.024592
P675 06OCT18 2006.7953 54026 1397 4 -112.7  -1553 -0.819572   4675209  0.477549  1559  0.122494  0.0083 0.000479 0.000622 0.001806 -0.034066 -0.012194 -0.037797
P675 06OCT19 2006.7981 54027 1397 5 -112.7  -1553 -0.821373   4675209  0.478780  1559  0.119991  0.0083 0.000482 0.000621 0.001814 -0.021412 -0.025566 -0.033204
P675 06OCT20 2006.8008 54028 1397 6 -112.7  -1553 -0.821966   4675209  0.480337  1559  0.126105  0.0083 0.000498 0.000630 0.001856 -0.020442 -0.008938 -0.055788
P675 06OCT21 2006.8036 54029 1397 7 -112.7  -1553 -0.820594   4675209  0.479633  1559  0.117421  0.0083 0.000480 0.000610 0.001777 -0.018851 -0.000041 -0.070250
P675 06OCT22 2006.8063 54030 1398 1 -112.7  -1553 -0.822104   4675209  0.478142  1559  0.117285  0.0083 0.000481 0.000615 0.001807 -0.021118 -0.013030 -0.040773
P675 06OCT23 2006.8090 54031 1398 2 -112.7  -1553 -0.822898   4675209  0.478290  1559  0.118856  0.0083 0.000481 0.000615 0.001798 -0.027116 -0.005251 -0.053815
P675 06OCT24 2006.8118 54032 1398 3 -112.7  -1553 -0.821375   4675209  0.478725  1559  0.125994  0.0083 0.000489 0.000628 0.001834 -0.005951 -0.015140 -0.037856
P675 06OCT25 2006.8145 54033 1398 4 -112.7  -1553 -0.822372   4675209  0.479281  1559  0.122774  0.0083 0.000502 0.000649 0.001856 -0.026476 -0.020416 -0.088862
P675 06OCT26 2006.8172 54034 1398 5 -112.7  -1553 -0.824504   4675209  0.479483  1559  0.118390  0.0083 0.000489 0.000632 0.001824 -0.017415  0.021886 -0.052010
P675 06OCT27 2006.8200 54035 1398 6 -112.7  -1553 -0.822865   4675209  0.480358  1559  0.115588  0.0083 0.000478 0.000614 0.001785 -0.019089 -0.009740 -0.038857
P675 06OCT28 2006.8227 54036 1398 7 -112.7  -1553 -0.822574   4675209  0.479128  1559  0.121060  0.0083 0.000478 0.000615 0.001792 -0.018909 -0.002119 -0.041349
P675 06OCT29 2006.8255 54037 1399 1 -112.7  -1553 -0.823536   4675209  0.478457  1559  0.122245  0.0083 0.000476 0.000608 0.001780 -0.015233  0.000555 -0.035638
P675 06OCT30 2006.8282 54038 1399 2 -112.7  -1553 -0.822964   4675209  0.480140  1559  0.116742  0.0083 0.000479 0.000614 0.001799 -0.016531 -0.000207 -0.066383
P675 06OCT31 2006.8309 54039 1399 3 -112.7  -1553 -0.821079   4675209  0.480103  1559  0.119344  0.0083 0.000482 0.000616 0.001805 -0.020147  0.002960 -0.048492
P675 06NOV01 2006.8337 54040 1399 4 -112.7  -1553 -0.821839   4675209  0.478105  1559  0.114291  0.0083 0.000483 0.000613 0.001795  0.001507  0.001991 -0.042966
P675 06NOV02 2006.8364 54041 1399 5 -112.7  -1553 -0.820895   4675209  0.480113  1559  0.122434  0.0083 0.000482 0.000619 0.001828 -0.001433  0.015648 -0.010711
P675 06NOV03 2006.8392 54042 1399 6 -112.7  -1553 -0.821990   4675209  0.479251  1559  0.118204  0.0083 0.000479 0.000611 0.001797 -0.022218 -0.009126 -0.049339
P675 06NOV04 2006.8419 54043 1399 7 -112.7  -1553 -0.821033   4675209  0.479467  1559  0.119600  0.0083 0.000496 0.000626 0.001831 -0.035652 -0.003817 -0.072650
P675 06NOV05 2006.8446 54044 1400 1 -112.7  -1553 -0.822487   4675209  0.479619  1559  0.119015  0.0083 0.000490 0.000629 0.001820 -0.009775 -0.017144 -0.063517
P675 06NOV06 2006.8474 54045 1400 2 -112.7  -1553 -0.822716   4675209  0.479891  1559  0.121850  0.0083 0.000477 0.000612 0.001789 -0.007663  0.003050 -0.037878
P675 06NOV07 2006.8501 54046 1400 3 -112.7  -1553 -0.822226   4675209  0.478079  1559  0.131562  0.0083 0.000486 0.000640 0.001840 -0.019732 -0.006810 -0.063941
P675 06NOV08 2006.8528 54047 1400 4 -112.7  -1553 -0.821879   4675209  0.479621  1559  0.131120  0.0083 0.000505 0.000648 0.001893 -0.026311 -0.016658 -0.112511
P675 06NOV09 2006.8556 54048 1400 5 -112.7  -1553 -0.822357   4675209  0.478901  1559  0.123456  0.0083 0.000503 0.000642 0.001850 -0.027232 -0.014313 -0.111179
P675 06NOV10 2006.8583 54049 1400 6 -112.7  -1553 -0.823063   4675209  0.479300  1559  0.110691  0.0083 0.000481 0.000638 0.001822 -0.020732  0.023938 -0.078276
