site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu
P048 07MAY15 2007.3676 54235 1427 3 -111.2   -327 -0.828802   5057522  0.514888  1491  0.960773  0.0083 0.000460 0.000630 0.001724  0.046545  0.020648 -0.084623
P048 07MAY16 2007.3703 54236 1427 4 -111.2   -327 -0.828015   5057522  0.513006  1491  0.960185  0.0083 0.000467 0.000632 0.001752  0.029399  0.014071 -0.097386
P048 07MAY17 2007.3730 54237 1427 5 -111.2   -327 -0.830738   5057522  0.512831  1491  0.968930  0.0083 0.000475 0.000638 0.001787  0.056412  0.008632 -0.099678
P048 07MAY18 2007.3758 54238 1427 6 -111.2   -327 -0.829579   5057522  0.514595  1491  0.978038  0.0083 0.000473 0.000635 0.001776  0.066812 -0.004812 -0.082465
P048 07MAY19 2007.3785 54239 1427 7 -111.2   -327 -0.830651   5057522  0.514937  1491  0.974399  0.0083 0.000464 0.000631 0.001753  0.040470  0.020784 -0.103972
P048 07MAY20 2007.3812 54240 1428 1 -111.2   -327 -0.828957   5057522  0.513981  1491  0.967784  0.0083 0.000460 0.000627 0.001718  0.042655  0.012024 -0.092954
P048 07MAY21 2007.3840 54241 1428 2 -111.2   -327 -0.829497   5057522  0.513268  1491  0.963845  0.0083 0.000462 0.000627 0.001735  0.035672  0.008346 -0.092178
P048 07MAY22 2007.3867 54242 1428 3 -111.2   -327 -0.829917   5057522  0.511972  1491  0.962237  0.0083 0.000462 0.000627 0.001726  0.041409 -0.007902 -0.097035
P048 07MAY23 2007.3895 54243 1428 4 -111.2   -327 -0.829155   5057522  0.514970  1491  0.959583  0.0083 0.000460 0.000626 0.001719  0.044691 -0.022717 -0.100167
P048 07MAY24 2007.3922 54244 1428 5 -111.2   -327 -0.830704   5057522  0.515164  1491  0.961258  0.0083 0.000472 0.000638 0.001753  0.063356  0.010111 -0.103067
P048 07MAY25 2007.3949 54245 1428 6 -111.2   -327 -0.828563   5057522  0.512433  1491  0.961843  0.0083 0.000458 0.000623 0.001712  0.046692 -0.004111 -0.092124
P048 07MAY26 2007.3977 54246 1428 7 -111.2   -327 -0.827463   5057522  0.514610  1491  0.961948  0.0083 0.000465 0.000626 0.001746  0.042467  0.002813 -0.087497
P048 07MAY27 2007.4004 54247 1429 1 -111.2   -327 -0.829984   5057522  0.513100  1491  0.966518  0.0083 0.000460 0.000627 0.001719  0.045304 -0.007371 -0.096851
P048 07MAY28 2007.4031 54248 1429 2 -111.2   -327 -0.831957   5057522  0.512918  1491  0.966299  0.0083 0.000460 0.000632 0.001728  0.041976 -0.010757 -0.089149
P048 07MAY29 2007.4059 54249 1429 3 -111.2   -327 -0.828734   5057522  0.512817  1491  0.958844  0.0083 0.000460 0.000629 0.001724  0.052994 -0.021815 -0.093880
P048 07MAY30 2007.4086 54250 1429 4 -111.2   -327 -0.832461   5057522  0.514200  1491  0.960879  0.0083 0.000462 0.000639 0.001737  0.042218 -0.020099 -0.098351
P048 07MAY31 2007.4114 54251 1429 5 -111.2   -327 -0.830500   5057522  0.512454  1491  0.968725  0.0083 0.000458 0.000627 0.001733  0.042241  0.004469 -0.095892
P048 07JUN01 2007.4141 54252 1429 6 -111.2   -327 -0.830281   5057522  0.513182  1491  0.966449  0.0083 0.000461 0.000627 0.001735  0.044281  0.002772 -0.095863
P048 07JUN02 2007.4168 54253 1429 7 -111.2   -327 -0.831604   5057522  0.513527  1491  0.959421  0.0083 0.000457 0.000622 0.001712  0.042348 -0.013836 -0.098263
P048 07JUN03 2007.4196 54254 1430 1 -111.2   -327 -0.831627   5057522  0.512088  1491  0.964870  0.0083 0.000456 0.000617 0.001693  0.049964 -0.015977 -0.098830
P048 07JUN04 2007.4223 54255 1430 2 -111.2   -327 -0.829623   5057522  0.512434  1491  0.969375  0.0083 0.000458 0.000622 0.001709  0.056614 -0.022255 -0.107125
P048 07JUN05 2007.4251 54256 1430 3 -111.2   -327 -0.830854   5057522  0.511601  1491  0.968938  0.0083 0.000466 0.000633 0.001754  0.054828 -0.015267 -0.097692
P048 07JUN06 2007.4278 54257 1430 4 -111.2   -327 -0.832234   5057522  0.512412  1491  0.969234  0.0083 0.000460 0.000624 0.001723  0.044596 -0.007477 -0.097732
P048 07JUN07 2007.4305 54258 1430 5 -111.2   -327 -0.832875   5057522  0.512803  1491  0.963328  0.0083 0.000458 0.000618 0.001706  0.036742 -0.021752 -0.115716
P048 07JUN08 2007.4333 54259 1430 6 -111.2   -327 -0.831269   5057522  0.511348  1491  0.962666  0.0083 0.000458 0.000620 0.001703  0.046041 -0.005853 -0.098752
P048 07JUN09 2007.4360 54260 1430 7 -111.2   -327 -0.831396   5057522  0.514127  1491  0.963285  0.0083 0.000457 0.000618 0.001700  0.045942 -0.019018 -0.095357
P048 07JUN10 2007.4387 54261 1431 1 -111.2   -327 -0.830873   5057522  0.512096  1491  0.964328  0.0083 0.000459 0.000622 0.001716  0.055724 -0.020471 -0.080668
P048 07JUN11 2007.4415 54262 1431 2 -111.2   -327 -0.832458   5057522  0.511872  1491  0.963235  0.0083 0.000467 0.000626 0.001746  0.035584 -0.001574 -0.073113
P048 07JUN12 2007.4442 54263 1431 3 -111.2   -327 -0.829285   5057522  0.513578  1491  0.961553  0.0083 0.000469 0.000626 0.001760  0.037593 -0.018545 -0.098257
P048 07JUN13 2007.4470 54264 1431 4 -111.2   -327 -0.831813   5057522  0.512105  1491  0.962208  0.0083 0.000457 0.000620 0.001698  0.048282 -0.032566 -0.099417
P048 07JUN14 2007.4497 54265 1431 5 -111.2   -327 -0.832022   5057522  0.509731  1491  0.959436  0.0083 0.000457 0.000621 0.001699  0.043341 -0.015110 -0.108507
P048 07JUN15 2007.4524 54266 1431 6 -111.2   -327 -0.833273   5057522  0.511241  1491  0.963650  0.0083 0.000456 0.000623 0.001701  0.046279 -0.013449 -0.098283
P048 07JUN16 2007.4552 54267 1431 7 -111.2   -327 -0.831134   5057522  0.513781  1491  0.969057  0.0083 0.000459 0.000624 0.001723  0.034035 -0.015596 -0.104064
P048 07JUN17 2007.4579 54268 1432 1 -111.2   -327 -0.831565   5057522  0.511064  1491  0.973519  0.0083 0.000463 0.000623 0.001730  0.039366 -0.008218 -0.103561
P048 07JUN18 2007.4606 54269 1432 2 -111.2   -327 -0.830309   5057522  0.511546  1491  0.966325  0.0083 0.000459 0.000619 0.001703  0.047537 -0.023632 -0.113330
P048 07JUN19 2007.4634 54270 1432 3 -111.2   -327 -0.831370   5057522  0.512974  1491  0.963432  0.0083 0.000457 0.000619 0.001695  0.046925 -0.020230 -0.107312
P048 07JUN20 2007.4661 54271 1432 4 -111.2   -327 -0.831302   5057522  0.511446  1491  0.963264  0.0083 0.000456 0.000616 0.001694  0.045083 -0.012530 -0.103701
P048 07JUN21 2007.4689 54272 1432 5 -111.2   -327 -0.831424   5057522  0.511354  1491  0.963540  0.0083 0.000459 0.000620 0.001712  0.049230 -0.009739 -0.104644
P048 07JUN22 2007.4716 54273 1432 6 -111.2   -327 -0.830689   5057522  0.512109  1491  0.968335  0.0083 0.000459 0.000619 0.001705  0.040109 -0.011164 -0.094410
P048 07JUN23 2007.4743 54274 1432 7 -111.2   -327 -0.828124   5057522  0.510924  1491  0.974461  0.0083 0.000458 0.000617 0.001704  0.050795 -0.033875 -0.113575
P048 07JUN24 2007.4771 54275 1433 1 -111.2   -327 -0.832198   5057522  0.509301  1491  0.965186  0.0083 0.000475 0.000632 0.001766  0.048724 -0.036938 -0.124142
P048 07JUN25 2007.4798 54276 1433 2 -111.2   -327 -0.831896   5057522  0.511693  1491  0.963187  0.0083 0.000456 0.000617 0.001709  0.049240 -0.016520 -0.090715
P048 07JUN26 2007.4825 54277 1433 3 -111.2   -327 -0.831420   5057522  0.511325  1491  0.960916  0.0083 0.000458 0.000624 0.001715  0.048213 -0.012454 -0.095366
P048 07JUN27 2007.4853 54278 1433 4 -111.2   -327 -0.830403   5057522  0.512046  1491  0.962658  0.0083 0.000457 0.000619 0.001717  0.051341 -0.006791 -0.080688
P048 07JUN28 2007.4880 54279 1433 5 -111.2   -327 -0.828765   5057522  0.510814  1491  0.970700  0.0083 0.000457 0.000623 0.001718  0.045732 -0.035645 -0.097172
P048 07JUN29 2007.4908 54280 1433 6 -111.2   -327 -0.830343   5057522  0.510241  1491  0.970153  0.0083 0.000461 0.000622 0.001721  0.043877 -0.041124 -0.104444
P048 07JUN30 2007.4935 54281 1433 7 -111.2   -327 -0.832576   5057522  0.511739  1491  0.971031  0.0083 0.000459 0.000618 0.001705  0.039650 -0.024297 -0.096128
P048 07JUL01 2007.4962 54282 1434 1 -111.2   -327 -0.830293   5057522  0.509629  1491  0.968415  0.0083 0.000456 0.000617 0.001698  0.046550 -0.018640 -0.100523
P048 07JUL02 2007.4990 54283 1434 2 -111.2   -327 -0.829780   5057522  0.511388  1491  0.973393  0.0083 0.000459 0.000622 0.001712  0.046432 -0.016889 -0.090422
P048 07JUL03 2007.5017 54284 1434 3 -111.2   -327 -0.831202   5057522  0.510649  1491  0.967904  0.0083 0.000456 0.000620 0.001705  0.043552 -0.024032 -0.080160
P048 07JUL04 2007.5044 54285 1434 4 -111.2   -327 -0.828661   5057522  0.508683  1491  0.966659  0.0083 0.000459 0.000626 0.001709  0.044986 -0.036720 -0.092304
P048 07JUL05 2007.5072 54286 1434 5 -111.2   -327 -0.829553   5057522  0.510844  1491  0.965478  0.0083 0.000460 0.000620 0.001717  0.043453 -0.026597 -0.094890
P048 07JUL06 2007.5099 54287 1434 6 -111.2   -327 -0.829221   5057522  0.510591  1491  0.975257  0.0083 0.000461 0.000622 0.001718  0.041406 -0.020508 -0.095120
P048 07JUL07 2007.5127 54288 1434 7 -111.2   -327 -0.831609   5057522  0.510103  1491  0.978426  0.0083 0.000459 0.000623 0.001702  0.045598 -0.011151 -0.094752
P048 07JUL08 2007.5154 54289 1435 1 -111.2   -327 -0.831232   5057522  0.507778  1491  0.974338  0.0083 0.000458 0.000624 0.001707  0.043222 -0.006379 -0.081527
P048 07JUL09 2007.5181 54290 1435 2 -111.2   -327 -0.830724   5057522  0.510406  1491  0.970783  0.0083 0.000458 0.000622 0.001705  0.038183 -0.023525 -0.097765
P048 07JUL10 2007.5209 54291 1435 3 -111.2   -327 -0.830781   5057522  0.510828  1491  0.971228  0.0083 0.000457 0.000621 0.001699  0.035101 -0.026872 -0.083918
P048 07JUL11 2007.5236 54292 1435 4 -111.2   -327 -0.832371   5057522  0.506531  1491  0.969918  0.0083 0.000460 0.000620 0.001716  0.036858 -0.018093 -0.105050
P048 07JUL12 2007.5264 54293 1435 5 -111.2   -327 -0.829817   5057522  0.511131  1491  0.969945  0.0083 0.000460 0.000621 0.001710  0.046204 -0.014939 -0.096500
P048 07JUL13 2007.5291 54294 1435 6 -111.2   -327 -0.830581   5057522  0.510262  1491  0.970737  0.0083 0.000460 0.000626 0.001727  0.045446 -0.007882 -0.097924
P048 07JUL14 2007.5318 54295 1435 7 -111.2   -327 -0.832354   5057522  0.510226  1491  0.976585  0.0083 0.000458 0.000621 0.001697  0.043996 -0.018983 -0.087755
P048 07JUL15 2007.5346 54296 1436 1 -111.2   -327 -0.831144   5057522  0.508405  1491  0.978824  0.0083 0.000460 0.000623 0.001703  0.040516 -0.022063 -0.084757
P048 07JUL16 2007.5373 54297 1436 2 -111.2   -327 -0.831057   5057522  0.508700  1491  0.976117  0.0083 0.000459 0.000620 0.001709  0.041110 -0.024564 -0.086336
P048 07JUL17 2007.5400 54298 1436 3 -111.2   -327 -0.831247   5057522  0.510434  1491  0.980732  0.0083 0.000462 0.000622 0.001717  0.051150 -0.024617 -0.086095
P048 07JUL18 2007.5428 54299 1436 4 -111.2   -327 -0.830514   5057522  0.507584  1491  0.976561  0.0083 0.000464 0.000625 0.001734  0.038527 -0.013013 -0.093391
P048 07JUL19 2007.5455 54300 1436 5 -111.2   -327 -0.828850   5057522  0.511901  1491  0.995388  0.0083 0.000462 0.000627 0.001720  0.041936  0.008456 -0.094194
P048 07JUL20 2007.5483 54301 1436 6 -111.2   -327 -0.831234   5057522  0.512604  1491  0.981211  0.0083 0.000464 0.000623 0.001719  0.027454  0.003141 -0.093131
P048 07JUL21 2007.5510 54302 1436 7 -111.2   -327 -0.831968   5057522  0.510454  1491  0.980463  0.0083 0.000463 0.000624 0.001718  0.029003 -0.017611 -0.099849
P048 07JUL22 2007.5537 54303 1437 1 -111.2   -327 -0.829702   5057522  0.509102  1491  0.979821  0.0083 0.000466 0.000628 0.001730  0.042039 -0.006659 -0.088854
P048 07JUL23 2007.5565 54304 1437 2 -111.2   -327 -0.831258   5057522  0.508842  1491  0.976021  0.0083 0.000463 0.000629 0.001737  0.043113 -0.017500 -0.076714
P048 07JUL24 2007.5592 54305 1437 3 -111.2   -327 -0.831746   5057522  0.509482  1491  0.984475  0.0083 0.000467 0.000632 0.001736  0.047620 -0.020540 -0.086072
P048 07JUL25 2007.5619 54306 1437 4 -111.2   -327 -0.829502   5057522  0.509347  1491  0.983457  0.0083 0.000463 0.000628 0.001728  0.039129 -0.002848 -0.078904
P048 07JUL26 2007.5647 54307 1437 5 -111.2   -327 -0.833878   5057522  0.509489  1491  0.981197  0.0083 0.000462 0.000623 0.001719  0.031018 -0.001699 -0.087911
P048 07JUL27 2007.5674 54308 1437 6 -111.2   -327 -0.831273   5057522  0.509890  1491  0.971619  0.0083 0.000462 0.000623 0.001720  0.035369 -0.011238 -0.088842
P048 07JUL28 2007.5702 54309 1437 7 -111.2   -327 -0.830625   5057522  0.508325  1491  0.973125  0.0083 0.000465 0.000625 0.001722  0.047840 -0.014760 -0.082742
P048 07JUL29 2007.5729 54310 1438 1 -111.2   -327 -0.834066   5057522  0.509905  1491  0.980102  0.0083 0.000464 0.000628 0.001729  0.050148  0.000761 -0.066677
P048 07JUL30 2007.5756 54311 1438 2 -111.2   -327 -0.831429   5057522  0.508862  1491  0.977405  0.0083 0.000463 0.000629 0.001736  0.039763  0.010542 -0.092074
P048 07JUL31 2007.5784 54312 1438 3 -111.2   -327 -0.828452   5057522  0.508714  1491  0.988143  0.0083 0.000462 0.000628 0.001711  0.039344 -0.010506 -0.079721
P048 07AUG01 2007.5811 54313 1438 4 -111.2   -327 -0.831714   5057522  0.509135  1491  0.976749  0.0083 0.000459 0.000617 0.001703  0.045476 -0.013316 -0.097437
P048 07AUG02 2007.5838 54314 1438 5 -111.2   -327 -0.832059   5057522  0.510913  1491  0.972275  0.0083 0.000460 0.000621 0.001710  0.060709 -0.018974 -0.079141
P048 07AUG03 2007.5866 54315 1438 6 -111.2   -327 -0.831629   5057522  0.509061  1491  0.982494  0.0083 0.000461 0.000621 0.001704  0.051371 -0.012970 -0.085994
P048 07AUG04 2007.5893 54316 1438 7 -111.2   -327 -0.831648   5057522  0.510985  1491  0.979398  0.0083 0.000455 0.000620 0.001681  0.047796 -0.013359 -0.096289
P048 07AUG05 2007.5921 54317 1439 1 -111.2   -327 -0.830977   5057522  0.511081  1491  0.978200  0.0083 0.000461 0.000621 0.001710  0.044393 -0.004099 -0.079599
P048 07AUG06 2007.5948 54318 1439 2 -111.2   -327 -0.830790   5057522  0.506622  1491  0.981070  0.0083 0.000476 0.000638 0.001759  0.044404 -0.014564 -0.108005
P048 07AUG07 2007.5975 54319 1439 3 -111.2   -327 -0.829945   5057522  0.510072  1491  0.977950  0.0083 0.000474 0.000635 0.001761  0.043571 -0.027834 -0.117180
P048 07AUG08 2007.6003 54320 1439 4 -111.2   -327 -0.832410   5057522  0.509979  1491  0.973671  0.0083 0.000460 0.000619 0.001711  0.054159 -0.025072 -0.082115
P048 07AUG09 2007.6030 54321 1439 5 -111.2   -327 -0.831632   5057522  0.508994  1491  0.975070  0.0083 0.000458 0.000615 0.001699  0.053394  0.000196 -0.085448
P048 07AUG10 2007.6057 54322 1439 6 -111.2   -327 -0.831917   5057522  0.510381  1491  0.982215  0.0083 0.000460 0.000619 0.001714  0.048740 -0.001418 -0.080956
P048 07AUG11 2007.6085 54323 1439 7 -111.2   -327 -0.830338   5057522  0.508047  1491  0.974270  0.0083 0.000462 0.000623 0.001717  0.044803 -0.013875 -0.084933
P048 07AUG12 2007.6112 54324 1440 1 -111.2   -327 -0.831401   5057522  0.510266  1491  0.982087  0.0083 0.000460 0.000621 0.001705  0.050805 -0.015398 -0.088160
P048 07AUG13 2007.6140 54325 1440 2 -111.2   -327 -0.833548   5057522  0.510309  1491  0.977893  0.0083 0.000462 0.000621 0.001721  0.053936 -0.017159 -0.078387
P048 07AUG14 2007.6167 54326 1440 3 -111.2   -327 -0.831440   5057522  0.507878  1491  0.976643  0.0083 0.000495 0.000672 0.001880  0.042375  0.012767 -0.091047
P048 07AUG15 2007.6194 54327 1440 4 -111.2   -327 -0.831862   5057522  0.508233  1491  0.982901  0.0083 0.000488 0.000667 0.001841  0.035540 -0.006734 -0.106806
P048 07AUG16 2007.6222 54328 1440 5 -111.2   -327 -0.833076   5057522  0.511450  1491  0.978888  0.0083 0.000484 0.000657 0.001805  0.022152 -0.003816 -0.096181
P048 07AUG17 2007.6249 54329 1440 6 -111.2   -327 -0.830741   5057522  0.511919  1491  0.981588  0.0083 0.000481 0.000656 0.001799  0.021882 -0.006716 -0.100470
P048 07AUG18 2007.6277 54330 1440 7 -111.2   -327 -0.829882   5057522  0.510881  1491  0.984337  0.0083 0.000497 0.000675 0.001868  0.018468 -0.000915 -0.119386
P048 07AUG19 2007.6304 54331 1441 1 -111.2   -327 -0.831332   5057522  0.512931  1491  0.984355  0.0083 0.000497 0.000669 0.001858  0.023432 -0.002958 -0.134612
P048 07AUG20 2007.6331 54332 1441 2 -111.2   -327 -0.833699   5057522  0.508124  1491  0.978694  0.0083 0.000478 0.000652 0.001790  0.033100  0.000164 -0.115964
P048 07AUG21 2007.6359 54333 1441 3 -111.2   -327 -0.832136   5057522  0.509156  1491  0.978019  0.0083 0.000479 0.000651 0.001787  0.037762 -0.025178 -0.124394
P048 07AUG22 2007.6386 54334 1441 4 -111.2   -327 -0.831742   5057522  0.509513  1491  0.975310  0.0083 0.000480 0.000653 0.001782  0.025562 -0.004756 -0.100663
P048 07AUG23 2007.6413 54335 1441 5 -111.2   -327 -0.832366   5057522  0.511577  1491  0.974309  0.0083 0.000465 0.000639 0.001754  0.027886  0.000476 -0.102514
P048 07AUG24 2007.6441 54336 1441 6 -111.2   -327 -0.832871   5057522  0.508792  1491  0.968129  0.0083 0.000482 0.000678 0.001845  0.018258  0.016282 -0.115080
P048 07AUG25 2007.6468 54337 1441 7 -111.2   -327 -0.831971   5057522  0.509490  1491  0.982884  0.0083 0.000478 0.000655 0.001801  0.025730  0.025186 -0.112598
P048 07AUG26 2007.6496 54338 1442 1 -111.2   -327 -0.830650   5057522  0.509435  1491  0.980157  0.0083 0.000490 0.000670 0.001820  0.024967  0.004463 -0.132890
P048 07AUG27 2007.6523 54339 1442 2 -111.2   -327 -0.830874   5057522  0.510345  1491  0.975789  0.0083 0.000496 0.000671 0.001845  0.027115  0.002375 -0.107631
P048 07AUG28 2007.6550 54340 1442 3 -111.2   -327 -0.831038   5057522  0.509437  1491  0.973815  0.0083 0.000481 0.000659 0.001812  0.027463  0.021953 -0.089093
P048 07AUG29 2007.6578 54341 1442 4 -111.2   -327 -0.832269   5057522  0.509092  1491  0.975211  0.0083 0.000478 0.000657 0.001793  0.021819  0.009336 -0.095217
P048 07AUG30 2007.6605 54342 1442 5 -111.2   -327 -0.832660   5057522  0.507602  1491  0.974910  0.0083 0.000480 0.000658 0.001803  0.038797  0.021763 -0.091837
P048 07AUG31 2007.6632 54343 1442 6 -111.2   -327 -0.831396   5057522  0.510526  1491  0.979557  0.0083 0.000478 0.000650 0.001767  0.039721  0.007182 -0.107219
P048 07SEP01 2007.6660 54344 1442 7 -111.2   -327 -0.832047   5057522  0.509605  1491  0.977297  0.0083 0.000481 0.000659 0.001799  0.034339  0.016876 -0.103560
P048 07SEP02 2007.6687 54345 1443 1 -111.2   -327 -0.831576   5057522  0.514082  1491  0.986215  0.0083 0.000481 0.000657 0.001797  0.036205  0.009071 -0.090557
P048 07SEP03 2007.6715 54346 1443 2 -111.2   -327 -0.831661   5057522  0.510292  1491  0.978740  0.0083 0.000480 0.000658 0.001795  0.027399  0.003604 -0.096404
P048 07SEP04 2007.6742 54347 1443 3 -111.2   -327 -0.832634   5057522  0.511504  1491  0.981815  0.0083 0.000478 0.000657 0.001785  0.034758  0.010464 -0.099249
P048 07SEP05 2007.6769 54348 1443 4 -111.2   -327 -0.831252   5057522  0.511362  1491  0.975322  0.0083 0.000477 0.000653 0.001778  0.025505  0.016271 -0.113234
P048 07SEP06 2007.6797 54349 1443 5 -111.2   -327 -0.830837   5057522  0.509409  1491  0.976075  0.0083 0.000482 0.000658 0.001797  0.032887  0.011428 -0.109453
P048 07SEP07 2007.6824 54350 1443 6 -111.2   -327 -0.832628   5057522  0.512255  1491  0.977504  0.0083 0.000484 0.000663 0.001819  0.029683  0.013889 -0.088434
P048 07SEP08 2007.6851 54351 1443 7 -111.2   -327 -0.829942   5057522  0.511571  1491  0.972283  0.0083 0.000498 0.000674 0.001851  0.031415  0.005564 -0.108323
P048 07SEP09 2007.6879 54352 1444 1 -111.2   -327 -0.831472   5057522  0.510646  1491  0.961639  0.0083 0.000496 0.000675 0.001850  0.021514  0.008245 -0.117618
P048 07SEP10 2007.6906 54353 1444 2 -111.2   -327 -0.831619   5057522  0.508545  1491  0.967156  0.0083 0.000479 0.000656 0.001798  0.023209  0.010210 -0.113243
P048 07SEP11 2007.6934 54354 1444 3 -111.2   -327 -0.831953   5057522  0.509477  1491  0.974866  0.0083 0.000481 0.000660 0.001807  0.023102  0.016586 -0.091993
P048 07SEP12 2007.6961 54355 1444 4 -111.2   -327 -0.832181   5057522  0.510167  1491  0.974736  0.0083 0.000483 0.000667 0.001828  0.026484  0.015861 -0.089958
P048 07SEP13 2007.6988 54356 1444 5 -111.2   -327 -0.830340   5057522  0.509209  1491  0.975932  0.0083 0.000483 0.000661 0.001819  0.020987  0.017197 -0.093237
P048 07SEP14 2007.7016 54357 1444 6 -111.2   -327 -0.832135   5057522  0.509766  1491  0.973781  0.0083 0.000483 0.000665 0.001822  0.022033 -0.004095 -0.079216
P048 07SEP15 2007.7043 54358 1444 7 -111.2   -327 -0.830998   5057522  0.506914  1491  0.972396  0.0083 0.000494 0.000684 0.001893  0.053994  0.004979 -0.081488
P048 07SEP16 2007.7070 54359 1445 1 -111.2   -327 -0.832631   5057522  0.509678  1491  0.977156  0.0083 0.000480 0.000662 0.001798  0.025285 -0.001288 -0.093650
P048 07SEP17 2007.7098 54360 1445 2 -111.2   -327 -0.831562   5057522  0.510277  1491  0.973361  0.0083 0.000478 0.000660 0.001788  0.019075 -0.003360 -0.088585
P048 07SEP18 2007.7125 54361 1445 3 -111.2   -327 -0.831102   5057522  0.511331  1491  0.970258  0.0083 0.000479 0.000644 0.001775  0.033846 -0.015827 -0.079190
P048 07SEP19 2007.7153 54362 1445 4 -111.2   -327 -0.831691   5057522  0.510181  1491  0.972293  0.0083 0.000463 0.000628 0.001721  0.037187 -0.024585 -0.065338
P048 07SEP20 2007.7180 54363 1445 5 -111.2   -327 -0.834315   5057522  0.509923  1491  0.967255  0.0083 0.000464 0.000634 0.001729  0.046611 -0.014808 -0.057384
P048 07SEP21 2007.7207 54364 1445 6 -111.2   -327 -0.831325   5057522  0.509847  1491  0.977622  0.0083 0.000467 0.000632 0.001742  0.033339 -0.001778 -0.085083
P048 07SEP22 2007.7235 54365 1445 7 -111.2   -327 -0.832439   5057522  0.512835  1491  0.985252  0.0083 0.000468 0.000637 0.001743  0.047384 -0.001532 -0.063124
